fileid,date_cases_IMPUTED,cases_extracted,country_extracted,date_extracted,deaths_extracted,virus_extracted
26-april-2016-mers-saudi-arabia-en,,3.0,Saudi Arabia,2016/4/23,0.0,MERSCoV
26-august-2015-mers-saudi-arabia-en,,29.0,Saudi Arabia,2015/8/18,6.0,MERSCoV
26-august-2016-mers-thailand-en,,1.0,Thailand,2016/7/30,0.0,MERSCoV
26-december-2014-mers-en,,3.0,Saudi Arabia,2014/12/8,1.0,MERSCoV
26-february-2015-avian-influenza-en,,1.0,Hong Kong Special Administrative Region of China,2015/2/23,,Avian influenza
26-february-2015-mers-saudi-arabia-en,,4.0,Saudi Arabia,2015/2/20,1.0,MERSCoV
26-february-2018-rift-valley-fever-gambia-en,,1.0,Cameroon,2018/1/3,1.0,Rift Valley Fever
26-january-2016-avian-influenza-china-en,,1.0,China,2016/1/18,0.0,Avian influenza
26-january-2016-mers-are-en,,2.0,Saudi Arabia,2016/1/11,1.0,MERSCoV
26-january-2016-mers-saudi-arabia-en,,4.0,Saudi Arabia,2015/12/27,586.0,MERSCoV
26-january-2017-mers-saudi-arabia-en,,9.0,Saudi Arabia,2017/1/2,2.0,MERSCoV
26-january-2018-mers-saudi-arabia-en,,20.0,Saudi Arabia,2017/12/9,9.0,MERSCoV
26-june-2015-mers-are-en,,2.0,Saudi Arabia,2015/6/21,1.0,MERSCoV
26-june-2015-mers-korea-en,,181.0,North Korea,2015/6/26,31.0,MERSCoV
26-march-2015-mers-saudi-arabia-en,,15.0,Saudi Arabia,2015/3/11,3.0,MERSCoV
26-may-2017-zika-ind-en,,3.0,India,2017/5/15,0.0,Zika virus
26-november-2015-cholera-tanzania-en,,9871.0,United Republic of Tanzania,2015/11/25,150.0,Cholera
26-november-2015-iraq-cholera-en,,2810.0,Iraq,2019/11/22,2.0,V. cholerae
26-october-2017-ah7n9-china-en,,2.0,China,2017/9/8,0.0,Avian influenza
26-october-2017-plague-seychelles-en,,1223.0,Madagascar,2017/8/1,0.0,Yersinia Pestis
27-april-2016-lassa-fever-germany-en,,1.0,Germany,2016/4/20,0.0,Lassa Fever
27-april-2017-mers-saudi-arabia-and-qatar-en,,13.0,Saudi Arabia,2017/4/20,2.0,MERSCoV
27-august-2015-mers-saudi-arabia-en,,13.0,Saudi Arabia,2015/8/22,1.0,MERSCoV
27-december-2016-polio-pakistan-en,,,Pakistan,2016/10/20,,WPV1
27-december-2018-typhoid-pakistan-en,,5274.0,Pakistan,2016/11/1,,Typhoid fever
27-february-2017-ah7n9-china-en,,2.0,China,2017/2/18,0.0,Avian influenza
27-february-2018-chikungunya-kenya-en,,453.0,United Republic of Tanzania,2017/12/13,0.0,Chikungunya virus disease
27-february-2018-yellow-fever-brazil-en,,464.0,Brazil,2018/2/16,154.0,Yellow Fever
27-february-2019-polio-indonesia-en,,2.0,The Netherlands,2018/11/27,0.0,pentavalent vaccine (PV)
27-january-2015-avian-influenza-en,,1.0,Hong Kong Special Administrative Region of China,2015/1/23,0.0,Avian influenza
27-january-2016-lassa-fever-nigeria-en,,159.0,Federal Republic of Nigeria,2015/8/1,82.0,Lassa Fever
27-january-2016-zika-dominican-republic-en,,10.0,Dominican Republic,2016/1/23,0.0,Zika virus
27-january-2017-yellow-fever-brazil-en,,404.0,Brazil,2017/1/24,84.0,Yellow Fever
27-may-2016-lassa-fever-nigeria-en,,273.0,Federal Republic of Nigeria,2015/8/1,149.0,Lassa Fever
27-november-2015-microcephaly-en,,739.0,Brazil,2015/11/21,1.0,
27-november-2015-zika-el-salvador-en,,3.0,El Salvador,2015/11/24,0.0,Zika virus
27-november-2015-zika-guatemala-en,,1.0,Guatemala,2015/11/11,,Zika virus
27-november-2017-plague-madagascar-en,,2348.0,Madagascar,2017/8/1,202.0,Yersinia Pestis
27-september-2015-mers-saudi-arabia-en,,13.0,Saudi Arabia,2015/9/18,1.0,MERSCoV
27-september-2018-ebola-drc-en,,151.0,Congo,2018/9/25,101.0,Ebola
28-april-2016-salmonellosis-usa-en,,124.0,United States,2015/1/1,0.0,Salmonellosis
28-august-2017-mers-uae-en,,1.0,Saudi Arabia,2017/7/29,0.0,MERSCoV
28-december-2014-avian-influenza-en,,1.0,China,2014/12/23,0.0,Avian influenza
28-december-2018-ebola-drc-en,,591.0,Congo,2018/12/26,357.0,Ebola
28-december-2018-mers-saudi-arabia-en,,8.0,Saudi Arabia,2018/11/30,2.0,MERSCoV
28-june-2017-ah7n9-china-en,,12.0,China,2017/6/2,1.0,Avian influenza
28-june-2017-lassa-fever-nigeria-en,,501.0,Federal Republic of Nigeria,2017/6/9,104.0,Lassa Fever
28-june-2017-mers-saudi-arabia-en,,7.0,Saudi Arabia,2017/6/23,4.0,MERSCoV
28-march-2017-yellow-fever-suriname-en,,1.0,The Netherlands,2017/3/9,0.0,Yellow Fever
28-march-2018-listeriosis-south-africa-en,,978.0,South Africa (KwaZulu Natal),2017/1/1,183.0,Listeriosis
28-may-2015-lassa-fever-usa-en,,1.0,Angola,2022/5/25,1.0,Lassa Fever
28-may-2018-mers-uae-en,,1.0,Saudi Arabia,2018/5/16,,MERSCoV
28-november-2016-mers-saudi-arabia-en,,6.0,Saudi Arabia,2016/11/3,2.0,MERSCoV
28-september-2015-cholera-en,,120.0,Iraq,2015/9/15,,V. cholerae
29-april-2015-mers-saudi-arabia-en,,4.0,Saudi Arabia,2015/4/20,1.0,MERSCoV
29-april-2015-niger-en,,1543.0,Niger,2015/1/1,147.0,Meningitis
29-february-2016-mers-saudi-arabia-en,,6.0,Saudi Arabia,2016/2/16,3.0,MERSCoV
29-february-2016-zika-trinidad-and-tobago-en,,1.0,Trinidad and Tobago,2016/2/18,0.0,Zika virus
29-january-2016-mers-thailand-en,,1.0,Thailand,2016/1/24,0.0,MERSCoV
29-january-2016-polio-lao-en,,2.0,Lao People's Democratic Republic,2016/1/17,0.0,pentavalent vaccine (PV)
29-january-2016-zika-usa-en,,1.0,United States,2016/1/25,0.0,Zika virus
29-july-2015-mers-saudi-arabia-en,,8.0,Saudi Arabia,2015/7/25,1.0,MERSCoV
29-june-2016-mers-qatar-en,,1.0,Kuwait,2016/6/12,0.0,MERSCoV
29-march-2016-avian-ah7n9-china-en,,1.0,Hong Kong Special Administrative Region of China,2016/3/18,0.0,Avian influenza
29-march-2016-gbs-panama-en,,1.0,Republic of Panama,2016/3/15,0.0,Zika virus
29-march-2016-microcephaly-panama-en,,1.0,Republic of Panama,2016/3/18,1.0,Zika virus
29-march-2016-yellow-fever-china-en,,1.0,China,2016/3/13,0.0,Yellow Fever
29-march-2016-zika-dominica-and-cuba-en,,1.0,Dominican Republic,2016/3/15,0.0,Zika virus
29-march-2018-cholera-somalia-en,,1613.0,Somalia,2017/12/1,9.0,Cholera
29-november-2018-ebola-drc-en,,422.0,Congo,2018/11/27,242.0,Ebola
29-october-2014-avian-influenza-en,,2.0,China,2014/10/19,1.0,Avian influenza
29-october-2015-mers-saudi-arabia-en,,12.0,Saudi Arabia,2015/10/23,1.0,MERSCoV
29-september-2016-rift-valley-fever-niger-en,,64.0,Niger,2016/8/30,23.0,Rift Valley Fever
29-september-2017-chikungunya-italy-en,,183.0,Italy,2017/6/26,0.0,Chikungunya virus disease
29-september-2017-plague-madagascar-en,,51.0,Madagascar,2017/8/23,12.0,Yersinia Pestis
3-may-2016-ah7n9-china-en,,17.0,China,2016/4/18,5.0,Avian influenza
30-august-2017-yellow-fever-french-guiana-en,,1.0,French Guiana,2017/8/22,1.0,Yellow Fever
30-december-2014-avian-influenza-en,,1.0,Hong Kong Special Administrative Region of China,2014/12/27,0.0,Avian influenza
30-december-2014-ebola-en,,1.0,United Kingdom,2014/12/29,0.0,Ebola
30-january-2019-gonococcal-infection-uk-en,,2.0,United Kingdom,2019/1/7,0.0,Gonococcal infection
30-june-2015-mers-korea-en,,182.0,North Korea,2015/6/30,33.0,MERSCoV
30-may-2015-mers-china-en,,1.0,China,2015/5/29,0.0,MERSCoV
30-may-2015-mers-korea-en,,11.0,North Korea,2015/5/26,0.0,MERSCoV
30-may-2018-ebola-drc-en,,54.0,Congo,2018/5/23,25.0,Ebola
30-may-2019-ebola-drc-en,,1945.0,Congo,2019/5/28,1302.0,Ebola
30-october-2018-polio-niger-en,,6.0,Niger,2018/7/18,,Poliomyelitis
30-september-2015-mers-saudi-arabia-en,,6.0,Saudi Arabia,2015/9/20,1.0,MERSCoV
31-august-2018-ebola-drc-en,,116.0,Congo,2018/8/29,77.0,Ebola
31-august-2018-mers-united-kingdom-en,,5.0,United Kingdom,2018/8/22,795.0,MERSCoV
31-may-2015-mers-korea-en,,12.0,North Korea,2015/5/30,431.0,MERSCoV
31-may-2015-mers-qatar-en,,1.0,Kuwait,2015/5/22,431.0,MERSCoV
31-may-2018-nipah-virus-india-en,,15.0,India,2018/5/19,13.0,Nipah Virus
31-october-2014-ebola-en,,1.0,Mali,2014/10/23,1.0,Ebola
31-october-2014-mers-en,,2.0,Kuwait,2014/10/12,0.0,MERSCoV
31-october-2016-mers-saudi-arabia-en,,7.0,Saudi Arabia,2016/9/16,1.0,MERSCoV
4-august-2018-ebola-drc-en,,43.0,Congo,2018/7/28,33.0,Ebola
4-december-2015-mers-saudi-arabia-en,,3.0,Saudi Arabia,2015/11/2,2.0,MERSCoV
4-february-2019-dengue-jamaica-en,,339.0,Barbados,2019/1/3,6.0,Dengue Fever
4-january-2016-avian-influenza-china-en,,2.0,China,2015/12/30,0.0,Avian influenza
4-january-2016-mers-saudi-arabia-en,,4.0,Saudi Arabia,2015/12/17,2.0,MERSCoV
4-march-2016-zika-sint-maarten-en,,2.0,Sint Maarten,2016/2/25,0.0,Zika virus
5-december-2016-mers-saudi-arabia-en,,9.0,Saudi Arabia,2016/11/12,1.0,MERSCoV
5-march-2019-carbapenem-resistant-p-aeruginosa-mex-en,,20.0,Mexico,2019/2/12,1.0,PseudomonasAeruginosa
5-september-2017-ah7n9-china-en,,1558.0,China,2017/8/4,,Avian influenza
6-april-2016-yellow-fever-china-en,,9.0,China,2016/3/18,,Yellow Fever
6-april-2016-yellow-fever-kenya-en,,2.0,United Republic of Tanzania,2016/3/15,1.0,Yellow Fever
6-march-2015-measles-en,,23000.0,Kyrgyzstan,2014/1/1,,Measles
6-march-2015-mers-saudi-arabia-en,,10.0,Saudi Arabia,2015/2/23,2.0,MERSCoV
6-may-2016-ah5n6-china-en,,2.0,China,2016/4/21,0.0,Avian influenza
6-november-2017-dengue-burkina-faso-en,,9029.0,Burkina Faso,2017/8/6,18.0,Dengue Fever
6-september-2017-mers-saudi-arabia-en,,12.0,Saudi Arabia,2017/8/13,1.0,MERSCoV
7-january-2016-mers-oman-en,,1.0,Sultanate of Oman,2016/1/3,0.0,MERSCoV
7-march-2016-gbs-french-polynesia-en,,8750.0,French Guiana,2015/11/24,0.0,Zika virus
7-march-2016-zika-argentina-and-france-en,,2.0,Brazil and Argentina,2016/2/29,0.0,Zika virus
7-november-2017-marburg-en,,3.0,United Republic of Tanzania,2017/10/17,3.0,Marburg Hemorrhagic Fever
7-november-2017-mers-saudi-arabia-en,,12.0,Saudi Arabia,2017/9/27,2.0,MERSCoV
7-september-2018-ebola-drc-en,,129.0,Congo,2018/9/1,89.0,Ebola
7-september-2018-yellow-fever-congo-en,,69.0,Congo,2018/7/5,0.0,Yellow Fever
8-april-2016-lassa-fever-sweden-en,,1.0,Sweden,2016/4/1,0.0,Lassa Fever
8-december-2016-mers-oman-en,,1.0,Sultanate of Oman,2016/11/29,0.0,MERSCoV
8-february-2015-avian-influenza-en,,83.0,China,2015/2/4,19.0,Avian influenza
8-february-2016-gbs-brazil-en,,1708.0,Brazil,2016/1/22,,Zika virus
8-february-2016-gbs-france-martinique-en,,2.0,French Guiana,2016/1/25,0.0,Zika virus
8-february-2016-zika-americas-region-en,,1.0,Costa Rica,2016/1/27,0.0,Zika virus
8-february-2016-zika-maldives-en,,1.0,Maldive Islands,2016/1/7,0.0,Zika virus
8-january-2016-brazil-microcephaly-en,,3174.0,Brazil,2016/1/4,38.0,Zika virus
8-january-2016-zika-france-en,,6.0,French Guiana,2015/12/21,0.0,Zika virus
8-january-2016-zika-usa-en,,1.0,Puerto Rico,2015/12/31,0.0,Zika virus
8-may-2015-mers-iran-en,,1.0,Egypt,2015/5/1,,MERSCoV
8-may-2015-mers-saudi-arabia-en,,1.0,Saudi Arabia,2015/5/1,422.0,MERSCoV
9-april-2015-mers-saudi-arabia-en,,12.0,Saudi Arabia,2015/3/24,2.0,MERSCoV
9-april-2016-microcephaly-france-en,,1.0,French Guiana,2016/3/24,0.0,Zika virus
9-august-2018-ebola-drc-en,,44.0,Congo,2018/8/1,36.0,Ebola
9-march-2015-mers-germany-en,,1.0,Germany,2015/3/7,0.0,MERSCoV
DON-389,,650.0,,2022/5/26,,Hepatitis E
_2010_03_12-en,,2.0,Egypt,2010/3/12,32.0,Avian influenza
_2010_03_30-en,,2.0,Egypt,2010/3/30,1.0,Avian influenza
_2010_04_09-en,,109.0,Egypt,2010/4/9,34.0,Avian influenza
avian-influenza-a(h5n1)--lao-people-s-democratic-republic,,1.0,Lao People's Democratic Republic,2020/10/13,0.0,Avian influenza
chikungunya-chad,,27540.0,Chad,2020/7/1,1.0,Chikungunya virus disease
cholera-benin,,1430.0,Benin,2021/3/1,20.0,Cholera
cholera-cameroon,,309.0,Cameroon,2021/10/31,19.0,Cholera
cholera-togo,,67.0,Ghana,2020/11/11,2.0,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
circulating-vaccine-derived-poliovirus-type-2-(cvdpv2)-ukraine,,1.0,Ukraine,2021/10/2,0.0,Poliomyelitis
circulating-vaccine-derived-poliovirus-type-2-(cvdpv2)-yemen,,2.0,Yemen,2021/11/22,0.0,Poliomyelitis
circulating-vaccine-derived-poliovirus-type-2-global-update,,,"USA (Virginia, Wisconsin) and Afghanistan date: 2021-09-14 cases: 6 (in Virginia and Wisconsin) deaths: 0","2020-2021 cases: 959 (2020), 307 (2020), 135 (2020), 56 (2020), 84 (2020), 11 (2021) deaths: None",,"Poliomyelitis country: Sudan, Saudi Arabia date: 7 Jan 2005 cases: 105 (in Sudan) deaths: None"
circulating-vaccine-derived-poliovirus-type-2-sudan,,13.0,Egypt,2020/8/9,,Poliomyelitis
dengue---timor-leste,,1286.0,East Timor,2022/1/1,20.0,Dengue Fever
dengue-fever-pakistan,,48906.0,Pakistan,2021/11/25,183.0,Dengue Fever
ebola-virus-disease-democratic-republic-of-the-congo-draft,,130.0,Congo,2020/11/18,55.0,Ebola
ebola-virus-disease-democratic-republic-of-the-congo,,110.0,Congo,2020/9/1,47.0,Ebola
ebola-virus-disease-democratic-republic-of-the-congo_1,,1.0,Congo,2021/10/8,4.0,Ebola
hepatitis-e-virus-republic-of-south-sudan,,1143.0,Sudan (W Equatoria),2021/11/29,5.0,Hepatitis E
human-infection-with-avian-influenza-a(h10n3)-china,,1.0,China (People's Rep of),2021/5/31,0.0,Avian influenza
human-infection-with-avian-influenza-a(h5n1)-ｰ-india,,1.0,India,2021/7/21,1.0,Avian influenza
influenza-a-(h5)---united-kingdom-of-great-britain-and-northern-ireland,,1.0,United Kingdom,2022/1/6,0.0,Avian influenza
lassa-fever---nigeria,,211.0,Federal Republic of Nigeria,2022/1/3,40.0,Lassa Fever
lassa-fever-united-kingdom-of-great-britain-and-northern-ireland,,3.0,United Kingdom,2022/2/9,1.0,Lassa Fever
marburg-virus-disease---guinea,,1.0,Guinea Bissau,2021/9/16,1.0,Marburg Hemorrhagic Fever
mayaro-virus-disease---french-guiana-france,,13.0,French Guiana,2020/10/13,0.0,"Marburg virus country: Equatorial Guinea date: 2023-03-22 cases: 9 laboratory-confirmed cases, 20 probable cases deaths: 7 deaths among the laboratory-confirmed cases, all probable cases are dead."
measles-afghanistan,,35319.0,Pakistan,2022/1/31,156.0,Measles
middle-east-respiratory-syndrome-coronavirus-(mers-cov)-united-arab-emirates,,1.0,Saudi Arabia,2021/11/17,0.0,MERSCoV
monkeypox---the-united-states-of-america,,,United States,2021/7/17,,Death and Monkeypox
monkeypox---united-kingdom-of-great-britain-and-northern-ireland-ex-nigeria,,2.0,United Kingdom,2021/5/25,0.0,Death and Monkeypox
monkeypox---united-kingdom-of-great-britain-and-northern-ireland,,3.0,United Kingdom,2021/6/15,0.0,Death and Monkeypox
monkeypox-democratic-republic-of-the-congo,,4594.0,Congo,2020/9/13,171.0,Death and Monkeypox
nipah-virus-disease---india,,1.0,India,2021/9/4,1.0,Nipah Virus
oropouche-virus-disease---french-guiana-france,,37.0,French Guiana,2020/9/30,0.0,Oropouche virus disease
plague---madagascar,,22.0,Madagascar,2021/8/29,8.0,Yersinia Pestis
plague-democratic-republic-of-the-congo,,45.0,Congo,2020/6/12,9.0,Yersinia Pestis
rift-valley-fever-mauritania,,75.0,Egypt,2020/9/13,25.0,Rift Valley Fever
testpicturenov07-en,,,,,,
wild-poliovirus-type-1-(WPV1)-malawi,,1.0,Zambia,2022/2/17,0.0,Coronavirus
yellow-fever---bolivarian-republic-of-venezuela,,7.0,Ecuador,2021/10/1,0.0,Yellow Fever
yellow-fever---ghana,,202.0,Ghana,2021/10/15,35.0,Yellow Fever
yellow-fever---west-and-central-africa,,300.0,33 countries in 5 WHO Regions,2021/12/20,66.0,Yellow Fever
zika-virus-disease-india,,70.0,India,2021/7/8,0.0,Zika virus
412387042/disease-outbreak-news-marburg-virus-disease-equatorial-guinea-9-june-2023-marburg-virus-disease-equatorial-guinea,2023-06-09,,Equatorial Guinea,2023/4/26,,Marburg Hemorrhagic Fever
412895716/disease-outbreak-news-influenza-ah1n1-variant-virus-brazil-16-june-2023-influenza-ah1n1-variant-virus-brazil,2023-06-16,1.0,Brazil,2023/6/7,1.0,H9N2
417676888/disease-outbreak-news-dengue-bangladesh-11-august-2023-dengue-bangladesh,2023-08-11,69483.0,Pakistan,2023/1/1,327.0,DEN-2
418723020/disease-outbreak-news-measles-chile-23-august-2023-measles-chile,2023-08-23,1.0,Chile,2023/8/12,0.0,Measles
420741261/disease-outbreak-news-influenza-a-h1n1-variant-virus-the-netherlands-13-september-2023-influenza-a-h1n1-variant-virus-the-netherlands,2023-09-13,1.0,Netherlands,2023/9/2,0.0,H9N2
422144922/mental-disorders,2023-09-28,,,,,
422581262/disease-outbreak-news-nipah-virus-infection-india-3-october-2023-nipah-virus-infection-india,2023-10-03,6.0,India,,2.0,Nipah Virus
423810833/disease-outbreak-news-dengue-chad-16-october-2023-dengue-chad,2023-10-16,,Chad,,,Dengue Fever
423997470/disease-outbreak-news-diphtheria-guinea-18-october-2023-diphtheria-guinea,2023-10-18,,Guinea,2023/1/1,,Diphtheria
435056333/human-infection-with-influenza-ah7n9-virus-in-china-update,2024-02-13,51.0,China,2013/4/14,11.0,Avian influenza
435056383/influenza-ah1n1-update-49,2024-02-13,35928.0,,2009/6/15,163.0,H9N2
435056385/2001-cholera-in-south-africa-update-17,2024-02-13,62607.0,South Africa,2000/8/15,131.0,
435056339/middle-east-respiratory-syndrome-coronavirus-mers-cov-update,2024-02-13,94.0,Saudi Arabia,2013/8/1,46.0,MERSCoV
435056340/2002-west-nile-virus-in-canada-update-2,2024-02-13,20.0,Canada,2002/9/20,1.0,West Nile Disease
435056338/avian-influenza-situation-in-indonesia-update-5,2024-02-13,1.0,Indonesia,2010/12/9,141.0,Avian influenza
435056334/2001-plague-in-zambia,2024-02-13,23.0,Zimbabwe,2001/3/26,3.0,
435056379/1996-influenza-and-malaria-in-ghana,2024-02-13,,Ghana,1996/8/12,,H7N7
435056382/2001-ebola-haemorrhagic-fever-in-gabonthe-republic-of-congo-update-9,2024-02-13,29.0,Gabon,2001/12/27,20.0,Ebola
435056381/lassa-fever-united-kingdom-of-great-britain-and-northern-ireland,2024-02-13,3.0,United Kingdom,2022/2/9,1.0,Lassa Fever
435056342/avian-influenza-situation-in-indonesia-update-8,2024-02-13,30.0,Indonesia,2006/4/4,23.0,Avian influenza
435056336/avian-influenza-situation-in-viet-nam-update,2024-02-13,3.0,Thailand,2005/1/6,2.0,Avian influenza
435056378/update-64-situation-in-toronto-detection-of-sars-like-virus-in-wild-animals,2024-02-13,5.0,Canada,2003/5/23,0.0,Sakhalin virus
435056384/ebola-virus-disease-west-africa-update,2024-02-13,248.0,Guinea,2014/5/12,171.0,Ebola
435056380/avian-influenza-h5n1-detected-in-pigs-in-china,2024-02-13,,China,2004/8/20,,Avian influenza
435056335/avian-influenza-situation-in-egypt-update-9,2024-02-13,60.0,Egypt,2009/3/30,23.0,Avian influenza
435056337/ebola-haemorrhagic-fever-in-the-democratic-republic-of-the-congo,2024-02-13,34.0,Congo,2008/12/26,9.0,Ebola
435056341/avian-influenza-situation-in-china-update-3,2024-02-13,3.0,China,2009/1/27,25.0,Avian influenza
435056332/avian-influenza-situation-in-indonesia-update-32,2024-02-13,119.0,Indonesia,2008/1/21,97.0,Avian influenza
436088741/middle-east-respiratory-syndrome-coronavirus-saudi-arabia,2024-02-23,3.0,United Arab Emirates,2014/12/19,1.0,MERSCoV
436422715/nipah-virus-infection-bangladesh,2024-02-27,2.0,Pakistan,2024/1/30,2.0,Nipah Virus
436372895/botulism-france,2024-02-27,15.0,France,2023/9/12,1.0,botulism
436372886/influenza-ah1n2-variant-virus-infection-united-kingdom-of-great-britain-and-northern-ireland,2024-02-27,1.0,United Kingdom,2023/11/25,0.0,Swine vesicular disease
436372882/circulating-vaccine-derived-poliovirus-type-2-indonesia,2024-02-27,6.0,Indonesia,2022/10/1,0.0,Poliomyelitis
436372879/influenza-ah1n1-variant-virus-spain,2024-02-27,,,,,H9N2
436372884/dengue-global-situation,2024-02-27,500000.0,,2023/1/1,750.0,Dengue Fever
436372881/influenza-a-h1n1-variant-virus,2024-02-27,1.0,Brazil,2024/1/16,0.0,H9N2
436372878/avian-influenza-ah10n5-and-influenza-ah3n2-coinfection,2024-02-27,1.0,China,2024/1/27,1.0,Influenza H10N7
436372893/nipah-virus-infection-india,2024-02-27,,,,,Nipah Virus
436372883/western-equine-encephalitis-argentina,2024-02-27,,,,,Equine Encephalitis
436372877/middle-east-respiratory-syndrome-coronavirus,2024-02-27,,,,,MERSCoV
436372880/western-equine-encephalitis-uruguay,2024-02-27,,Argentina,1983/0/0,,WEE virus
436372896/legionellosis-poland,2024-02-27,166.0,Poland,2023/9/11,23.0,Legionellosis
436372885/anthrax-zambia,2024-02-27,684.0,Zimbabwe,2023/5/1,4.0,Anthrax
436372894/suspected-triple-outbreak-of-typhoid-fever-shigellosis-and-cholera-congo,2024-02-27,2389.0,Congo,2023/8/29,52.0,"triple gastroenteritis, including typhoid fever, shigellosis, and cholera"
436372888/mpox-monkeypox-democratic-republic-of-the-congo,2024-02-27,12569.0,Congo,2023/1/1,581.0,Death and Monkeypox
436372887/upsurge-of-respiratory-illnesses-among-children-northern-china,2024-02-27,,China,2023/11/13,,Mycoplasma
437122703/psittacosis-european-region,2024-03-05,67.0,Austria and Italy,2023-2024,5.0,Avian chlamydiosis
438013115/8-february-2024-avian-influenza-a-h5n1-cambodia,2024-03-14,2.0,Cambodia,2024/1/26,0.0,Avian influenza
438013116/29-november-2023-avian-influenza-a-h5n1-cambodia,2024-03-14,6.0,Cambodia,2023/11/24,4.0,Avian influenza
439744371/2-april-2024-avian-influenza-ah5n1-viet-nam,2024-04-02,1.0,Thailand,2024/3/25,1.0,Avian influenza
440394095/9-april-2024-avian-influenza-ah5n1-united-states-of-america,2024-04-09,1.0,United States,2024/4/1,0.0,Avian influenza
440527781/10-april-2024-rabies,2024-04-10,,,,,Rabies
443346391/8-may-2024-middle-east-respiratory-syndrome-coronavirus-kingdom-of-saudi-arabia,2024-05-09,3.0,United Arab Emirates,2024/4/10,1.0,MERSCoV
445670804/30-may-2024-dengue-global-situation,2024-05-31,7600000.0,,2024/4/30,3000.0,Dengue Fever
446232712/5-june-2024-human-infection-caused-by-avian-influenza-ah5n2-mexico,2024-06-05,1.0,Mexico,2024/5/23,1.0,Type A (H5N1) flu strain
446485438/7-june-2024-avian-influenza-a-h5n1-australia,2024-06-07,1.0,Australia,2024/5/22,0.0,Avian influenza
446831249/11-june-2024-avian-influenza-a-h9n2-india,2024-06-11,1.0,India,2024/5/22,0.0,Avian influenza
446831250/11-june-2024-oropouche-virus-disease-cuba,2024-06-11,74.0,Cuba,2024/5/27,0.0,Oropouche virus disease
446957336/12-june-2024-human-infection-caused-by-avian-influenza-ah5n2-mexico,2024-06-12,1.0,Mexico,2024/5/23,0.0,Type A (H5N1) flu strain
447191075/14-june-2024-mpox-democratic-republic-of-the-congo,2024-06-14,7851.0,Congo,2024/1/1,,Death and Monkeypox
449750055/9-july-2024-mpox-south-africa,2024-07-09,,South Africa,2024/1/1,,Mpox
454744287/22-august-2024-mpox-african-region,2024-08-22,,"Worldwide, with a focus on West Africa",,,Death and Monkeypox
454859508/23-august-2024-oropouche-virus-disease-region-of-the-americas,2024-08-23,8078.0,Brazil,2024/1/1,2.0,Oropouche virus disease
454859509/23-august-2024-acute-encephalitis-syndrome-due-to-chandipura-virus-india,2024-08-23,245.0,India,2024/6/1,82.0,Chandipura virus
455691514/30-august-2024-mpox-sweden,2024-08-31,1.0,Sweden,2024/8/15,,Death and Monkeypox
455977358/2-september-2024-avian-influenza-ah5n1-cambodia,2024-09-03,10.0,Cambodia,2024/8/20,2.0,Avian influenza
456227603/4-september-2024-influenza-ah1n1-variant-virus-viet-nam,2024-09-04,1.0,Thailand,2024/8/19,1.0,Swine vesicular disease
458130137/20-september-2024-avian-influenza-ah9n2,2024-09-20,1.0,Ghana,2024/5/5,0.0,Avian influenza
459307343/30-september-2024-marburg-virus-disease-the-republic-of-rwanda,2024-10-01,26.0,Rwanda,,,Marburg Hemorrhagic Fever
461288293/18-october-2024-marburg-virus-disease-rwanda,2024-10-18,62.0,Rwanda,,,Marburg Hemorrhagic Fever
462203876/25-october-2024-marburg-virus-disease-rwanda,2024-10-25,64.0,Rwanda,2024/9/23,15.0,Marburg Hemorrhagic Fever
463028962/1-november-2024-marburg-virus-disease-rwanda,2024-11-01,66.0,Rwanda,2024/9/27,15.0,Marburg Hemorrhagic Fever
462976423/31-october-2024-malaria-ethiopia,2024-11-01,,Ethiopia,,,Malaria
464499854/13-november-2024-marburg-virus-disease-rwanda,2024-11-14,66.0,Rwanda,2024/10/30,15.0,Marburg Hemorrhagic Fever
467105383/5-december-2024-oropouche-virus-disease-region-of-the-americas,2024-12-06,356.0,Bolivia,2024/1/1,0.0,Oropouche virus disease
467372717/8-december-2024-undiagnosed-disease-democratic-republic-of-the-congo,2024-12-08,406.0,Congo,2024/10/24,31.0,
468812796/20-december-2024-marburg-virus-disease-rwanda,2024-12-20,66.0,Rwanda,2024/9/27,15.0,Marburg Hemorrhagic Fever
